,        0,        1,        2,        3,        4,        5,        6,        7,        8,        9,       10,       11,       12,       13,       14,       15,       16,       17,       18,       19,       20,       21,       22,       23,       24,       25,       26,       27,       28,       29,       30,       31,       32,       33,       34,       35,       36,       37,       38,       39,       40,       41,       42,       43,       44,       45,       46,       47,       48,       49,       50,       51,       52,       53,       54,       55,       56,       57,       58,       59,       60,       61,       62,       63,       64,       65,       66,       67,       68,       69,       70,       71,       72,       73,       74,       75,       76,       77,       78,       79,       80,       81,       82,       83,       84,       85,       86,       87,       88,       89,       90,       91,       92,       93,       94,       95,       96,       97,       98,       99,      100,      101,      102,      103,      104,      105,      106,      107,      108,      109,      110,      111,      112,      113,      114,      115,      116,      117,      118,      119,      120,      121,      122,      123,      124,      125,      126,      127,      128,      129,      130,      131,      132,      133,      134,      135,      136,      137,      138,      139,      140,      141,      142,      143,      144,      145,      146,      147,      148,      149,      150,      151,      152,      153,      154,      155,      156,      157,      158,      159,      160,      161,      162,      163,      164,      165,      166,      167,      168,      169,      170,      171,      172,      173,      174,      175,      176,      177,      178,      179,      180,      181,      182,      183,      184,      185,      186,      187,      188,      189,      190,      191,      192,      193,      194,      195,      196,      197,      198
       52,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,    -18.5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       11,        0,       10,        0,        0,        0,        1,        4,        0,        0,        0,        4,        0,        0,       20,        0,        3,        0,        0,        0,        0,        0,        0,        6,        0,        4,        0,        0,        0,        0,        0,        0,        0,        2,        0,        0,        0,        2,       14,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        0,        8,        0,        0,        0,       22,        2,        0,       11,        6,        0,        0,        0,        8,       17,        0,        0,       14,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       11,        0,        0,        0,        0,        0,        0,        6,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        7,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        0,        2,        2,        0,        0
       53,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,     -8.5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        7,        0,        0,        0,        7,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
       54,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,    -10.5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        6,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        4,        0,        0,        0
       55,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,      -22,        0,       12,        0,       12,        0,        0,        0,        3,        0,        0,        0,        0,        0,       27,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       21,        0,        0,        0,        0,        7,        0,        0,        0,        8,        2,        0,        0,        0,        0,        0,        0,        9,       20,        0,        0,        0,        0,        0,        4,        0,        2,        0,        0,        0,        0,        0,        0,        0,       21,        0,        0,        0,       22,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       14,       26,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        4,        0,        0,        0,        0,        0,       18,        0,        0,        0,        0,        0,        0,        6,        0,       21,        0,        0,        0,        0
       56,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,    -11.5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        9,        0,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        0,        0,        0,        0,        6,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        8,        0,        0,        0,        0,        0,        0,        2,        0,        0,        0,        0,        8,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        0,        0,        0,        0,        0
       57,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,      -21,        0,       21,        0,        0,        0,        2,        0,        0,        0,        0,        0,       12,        0,        0,       13,        0,        0,        0,        0,        0,        0,        0,        0,       11,        0,        2,        0,        2,       10,        0,        0,        0,        0,        2,        0,        0,        0,        5,        0,        0,       13,       19,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        8,        0,        0,        0,       19,        0,        3,        0,       11,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        7,        0,        0,        0,        0,        0,        8,        0,        0,        0,        0,        0,       19,       19,        0,        0,        0,        0,        0,        2,        0,        5,        0,        0,        0,        0,        0,        0,        0,        5,        0,        0,        3,       22,        0,        0,        3,        0,        0,        0,        5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       28,        0,        0,        0,        0,        0,        0,       30,        0,       17,        0,        0,        0,        9
       58,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,    -18.5,        0,        0,        0,        0,        0,       11,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        0,        0,        0,        0,        0,        1,        0,        0,        0,        8,        0,        0,        0,        6,        8,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        0,        2,        0,        0,        0,        0,        9,        0,        9,        0,        6,        0,        0,        0,        0,        0,        1,        1,        0,        0,        8,        0,        0,        0,        0,        0,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        0,        0,        8,       14,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
       59,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,      -22,        0,        0,        0,        2,        0,        0,        0,        0,        0,       12,        0,        0,        0,        0,        0,        0,        0,       22,        0,        0,        0,       11,        0,        0,        0,        0,       10,        0,        0,        0,        0,        7,        0,        0,        0,        0,        0,        0,        5,       39,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       19,        0,        0,        0,       11,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        7,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       19,       19,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       20,        0,        0,        0,        0,        0,        0,       11,        0,       17,        0,        0,        0,        1
       60,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,      -17,        0,        0,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        8,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       12,        0,       20,        0,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       13,        0,        0,        0,        1,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
       61,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,      -21,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       11,        2,        0,       13,        0,        0,        0,        0,        0,        0,       13,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        5,        0,        0,        0,        2,        0,        6,        0,        0,        0,        0,        1,        0,        0,        0,        6,        8,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        0,        0,        1,        0,        0,       13,        0,        0,        9,        0,        0,        0,        0,        0,        0,       12,        0,        0,        0,        0,        0,        0,        0,        3,        0,        0
       62,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,    -17.5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        5,        0,        1,        0,        0,        0,        0,        0,        0,        0,        0,        8,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        5,        0,        2,        0,        0,        6,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       12,        0,        0,        5,        0,        0,        0,        4,       12,        9,        0,        5,        0,        0,        0,        0,        0,        6,        0,        0,        0,        0,        7,        0,        0,        0,        0,        0,        0,        0,        7,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        5,        0,        6,        5,        0,        0,        0,        0,        0,        0,        0,        2,        7,        5,        0,        0,        0,        0,        0,        0,        0,        2,        0
       63,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,    -13.5,        0,        0,        0,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        0,        0,        0,        0,        2,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        4,        3,        0,        0,        0,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        4,        0,        0,        0,        3,        0,        0,        4,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        9,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        0,        0,        0,        0,        0,        2,        0,        8,        0,        0,        0,        0,        3,        0,        2,        0,        0,        0,        0
       64,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,    -23.5,        5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        0,        0,        4,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        0,        0,        0,        0,        0,       12,        1,        0,       11,        1,        0,        0,        0,       18,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        4,        0,        0,        0,        0,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        8,        0,        0,        0,        0,        0,        0,        7,        0,        0,        5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        0,        0,        1,        0,        0
       65,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,      -11,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        4,        0,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        6,        0,        4,        0,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
       66,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,    -15.5,        0,        0,        0,        1,        4,        0,        0,        0,        3,        0,        0,        9,        0,        5,        0,        0,        0,        0,        0,        0,        7,        0,        6,        0,        0,        0,        0,        0,        0,        5,        0,        0,        0,        0,        2,        6,        0,        0,        0,        0,        0,        0,        0,        6,        0,        0,        0,        0,        0,        8,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        8,        0,        0,        6,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        6,        0,        0,        0,        0,        0,        0,        6,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        6,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        0,        2,        0,        0,        0
       67,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,    -11.5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
       68,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,      -15,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        4,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        0,        0,        0,        0,        0,        1,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
       69,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,      -22,        0,        0,        0,        0,        4,        0,        0,        0,        0,        0,        0,       22,        0,        7,        0,        7,        6,        0,        0,        0,        9,       15,        0,       10,        0,        0,        0,        0,       21,       21,        0,        0,        0,        2,        0,        1,        0,        2,        0,        0,        0,        0,        0,        0,        0,       21,        0,       10,        0,       24,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        3,        0,       10,        0,        0,        0,        0,        0,        0,        0,        0,        0,       14,       22,        0,        0,        0,        0,        0,        9,        0,        0,        0,        0,        0,        0,       10,        0,        0,        0,        0,        0,        5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       18,        0,        1,        0,        2,        0,        0,        6,        0,       22,        0,        0,        0,        0
       70,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,    -13.5,        2,        0,        0,        0,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       20,        0,        0,        0,       21,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        0,        0,       20,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       15,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        0,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
       71,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,    -14.5,        0,        0,        0,        0,        0,        0,        4,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        9,        0,        0,        0,        0,        0,        0,        0,        5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       12,        0,       13,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        4,        0,        0,        5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        9,        0,        0,        0,        0,        0,        0,        0,        9,        0,       10,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        8,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
       72,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,      -19,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        6,        0,        5,        0,        0,        0,        0,        0,        5,        0,        0,        0,        5,        0,        0,        8,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       12,        0,        0,        0,        0,        0,        3,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       13,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        6,        0,        5,        0,        0,        0,        0,        0,        0,        0,       16,        0,        0,        6,       20,        0,        0,        8,        0,        0,        0,        9,        0,        0,        0,        0,        0,        0,        0,        0,        0,        2,        0,        2,        0,        0,        0,        0,        0,        0,       18,        0,        0,        0,        0,        0,        2
       73,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,      -28,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        5,        1,        0,        1,        0,        0,        0,        0,        0,        0,        0,        0,        5,        0,        0,        0,        0,        7,        0,        0,        0,        0,        0,        4,        0,        0,        0,        0,       12,        0,        0,        5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,       24,        0,       18,        0,        0,        0,        0,        0,        0,        0,        0,        5,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0,        8,        4,        0,        0,        0,        0,        0,        0,        1,        0,        0,        0,        0,        0,        0,        0,        0,        0,        0
